gvkey,tic,cusip,cik,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT
001289,AAP.1,018861104,0000003827,P,01,LC,28863,23582,1965-01-29,1975-12-31
001290,ALBN,018870105,,P,01,LC,11870,151,1974-01-31,1988-01-29
001290,ALBN,018870105,,C,00X,LC,11870,151,1974-01-01,1974-01-30
001291,ACC.2,019105105,,P,01,LU,28871,23583,1962-07-02,1974-05-31
001292,2953B,019177104,0000003877,P,01,LU,11886,160,1978-01-31,1982-07-30
001293,ALFD.,019213107,0000003883,P,01,LU,11894,159,1972-12-14,1982-09-30
001294,ALM.1,019267103,,P,01,LU,46818,24904,1968-09-17,1982-09-30
001295,ADS.2,019285105,,C,00X,LU,19860,22954,1949-07-01,1962-01-30
001295,ADS.2,019285105,,P,01,LU,19860,22954,1962-01-31,1973-07-06
001296,HOPE.1,019359108,0000727326,C,01,LU,11915,6857,1984-02-15,1986-09-15
001297,ADPC,019411107,0000003941,C,01,LU,26331,20050,1963-03-29,2000-10-02
001299,ASCY,019509108,0001172335,P,01,LU,11931,365,1976-07-30,1990-03-15
001299,ASCY,019509108,0001172335,C,00X,LU,11931,365,1973-07-01,1976-07-29
001300,HON,438516106,0000773840,C,00X,LC,10145,22168,1950-01-01,1962-01-30
001300,HON,438516106,0000773840,P,01,LC,10145,22168,1962-01-31,E
001301,9174A,019519008,,C,00X,LU,17304,22766,1950-02-01,1962-01-30
001301,9174A,019519008,,P,01,LU,17304,22766,1962-01-31,1986-12-30
001302,ASU.1,019537109,,C,00X,LC,22074,21872,1955-07-01,1962-01-30
001302,ASU.1,019537109,,P,01,LC,22074,21872,1986-03-20,1987-07-22
001302,ASU.1,019537109,,P,01,LC,22074,21872,1962-01-31,1978-11-20
001303,ALTGQ,019547108,,C,00X,LC,74473,6015,1976-06-28,1977-07-28
001303,ALTGQ,019547108,,P,01,LC,74473,6015,1977-07-29,1980-07-31
001304,AT.3,019555507,,P,01,LU,63423,385,1972-12-14,1983-10-31
001305,AS.1,019573104,0000003971,P,01,LC,53655,25330,1971-12-03,1977-12-31
001306,2937B,019580109,0000003975,P,01,LU,11950,185,1972-12-14,1982-03-31
001308,ALY,019645506,0000003982,C,02,LC,90335,22169,2004-09-13,2011-02-28
001308,ALY,019645506,0000003982,C,00X,LC,10153,22169,1950-01-01,1962-01-30
001308,ALY,019645506,0000003982,C,02,LC,10153,22169,1962-01-31,1988-12-02
001309,ASE.1,019717107,0000003998,P,01,LU,44724,24771,1967-07-20,1971-12-31
001311,ALC.2,001575307,0000783425,C,02,LU,85033,5931,1983-04-20,1995-08-31
001312,2874B,019852102,0000004006,P,01,LC,11966,175,1978-01-31,1981-02-27
001313,AU.5,019861103,,P,01,LU,28898,23584,1965-01-29,1970-06-30
001314,ALR.3,019879105,0000004013,P,01,LU,42737,24631,1965-11-30,1982-07-30
001315,AGAI.,019901107,0000731773,P,01,LU,11974,6716,1983-12-15,1986-08-29
001318,AT.2,020039103,0000065873,P,01,LU,41443,20057,1965-01-18,2007-11-30
001319,ALYN.,020051108,0000004047,P,01,LU,11982,187,1972-12-14,1981-06-30
001320,ALV.3,020287108,,P,01,LU,84284,417,1972-12-14,1973-08-28
001322,ALY.1,020425104,0000042675,P,01,LU,49103,25047,1969-08-28,1984-07-31
001323,EKO.1,020435103,,P,01,LC,42497,24617,1965-09-30,1975-06-30
001324,SCHR.1,806530101,0000703598,C,00X,LU,12002,172,1974-08-01,1979-01-30
001324,SCHR.1,806530101,0000703598,C,01,LU,12002,172,1979-01-31,2003-01-31
001325,ALO.4,020486106,0000004082,P,01,LU,61268,25659,1979-12-14,1986-12-31
001326,2799B,020714101,0000004107,C,00X,LU,12037,177,1975-01-01,1979-01-30
001326,2799B,020714101,0000004107,C,01,LU,12037,177,1979-01-31,1980-01-25
001327,SWKS,83088M102,0000004127,P,01,LU,45911,20058,1968-03-13,E
001328,FBSM,31563E103,,C,01,LC,12045,364,1979-10-16,1982-10-07
001328,FBSM,31563E103,,C,01,LC,12045,364,1985-05-12,1996-11-11
001329,ALFA.2,020789103,0000004156,C,01,LU,12053,158,1979-01-31,1982-10-11
001330,ALTP,020815106,0000004157,P,01,LU,12061,182,1977-10-31,1981-03-31
001331,APNI,020825600,0000004164,C,00X,LU,68814,162,1973-05-01,1979-12-30
001331,APNI,020825600,0000004164,P,01,LU,68814,162,1979-12-31,2002-07-11
001332,3ASUPE,04517Q100,0000004165,C,01,LC,12096,309,1978-01-31,1989-01-18
001332,3ASUPE,04517Q100,0000004165,C,00X,LC,12096,309,1976-08-24,1978-01-30
001333,APET,020902102,0000090685,C,01,LU,78233,26525,1982-11-01,1984-09-05
001334,NQLIQ,629369109,0001122965,P,01,LU,12117,170,1981-06-18,2001-09-17
001338,ALTE.1,02199Y201,,C,00X,LC,12125,5180,1981-11-11,1989-06-30
001341,ALTA.1,021367107,0000004206,P,01,LC,12141,179,1972-12-14,1985-07-18
001342,AAIR.1,021368105,0000017592,C,01,LC,12160,3,1980-01-31,1982-10-14
001343,ALW.1,021375100,,C,01,LU,40096,24432,1964-01-15,1983-12-30
001344,4156B,021438106,0000004215,P,01,LU,44580,24763,1967-06-19,1983-11-30
001345,3ALRM,021447107,0000315127,C,01,LU,42032,24585,1965-06-03,1980-04-25
001346,ALTN.1,021450101,0000744084,P,01,LU,12168,7118,1984-07-03,1988-03-31
001347,AOC.2,021456108,0000004233,C,01,LC,63853,184,1975-11-28,1985-10-31
001347,AOC.2,021456108,0000004233,C,00X,LC,63853,184,1975-05-15,1975-11-27
001348,3044B,021492103,0000004241,C,01,LU,12176,22334,1979-01-31,1984-08-31
001348,3044B,021492103,0000004241,C,00X,LU,12176,22334,1973-02-01,1979-01-30
001349,ALTN.2,021690102,0000004253,C,01,LU,12184,181,1972-12-14,1981-09-30
001350,ALTO.1,022060107,0001430124,P,01,LU,12192,5675,1982-11-04,1990-08-31
001351,ALRN.,022092100,0000741339,P,01,LU,12205,7167,1984-08-07,1998-11-30
001356,AA.3,013817507,,C,00X,LC,24643,20060,1951-06-11,1962-01-30
001356,AA.3,013817507,,P,01,LC,24643,20060,1962-01-31,2016-10-31
001358,ALY.2,022303101,0000004288,C,01,LU,47474,24942,1969-01-15,1974-01-31
001359,AZA.1,022615108,0000004310,P,01,LU,64856,20061,1983-06-08,2001-06-29
001360,SNTO,816918205,0000004317,C,01,LC,12213,205,1980-01-24,1992-05-26
001360,SNTO,816918205,0000004317,C,01,LC,84260,15153,1996-11-19,2007-09-12
001362,AGM.2,022771109,0000004339,P,01,LU,24555,23278,1962-01-31,1982-11-03
001362,AGM.2,022771109,0000004339,C,00X,LU,24555,23278,1951-02-28,1962-01-30
001363,BSWY,086584307,0000004344,C,01,LC,12221,193,1979-01-31,1989-08-16
001363,BSWY,086584307,0000004344,C,01,LC,12221,193,1995-12-19,2004-12-20
001363,BSWY,086584307,0000004344,C,00X,LC,12221,193,1978-04-13,1979-01-30
001364,4150B,023006109,,P,01,LU,12240,242,1972-12-14,1984-02-29
001365,AMX.2,023127103,0000004363,C,00X,LC,10161,20063,1950-01-01,1962-01-30
001365,AMX.2,023127103,0000004363,P,01,LC,10161,20063,1962-01-31,1993-10-29
001366,AB.1,023141104,0000004368,P,01,LU,10188,22170,1962-01-31,1978-06-30
001366,AB.1,023141104,0000004368,C,00X,LU,10188,22170,1950-01-01,1962-01-30
001367,3AMBEQ,023184203,0000276750,C,02,LC,12264,198,1979-02-13,1986-06-24
001368,AOGCE,023312101,0000311342,P,01,LU,12272,292,1980-07-17,1986-08-29
001369,ABI.1,023363104,0000319678,P,01,LC,66229,2402,1981-01-06,1989-12-29
001370,AMED.,023365109,0000724126,C,01,LC,12299,6350,1983-12-30,1993-09-27
001372,AICOQ,023395106,0000027425,P,01,LU,12320,1336,1972-12-14,2003-03-31
001373,AIU.,023411101,,P,01,LC,28935,23588,1965-01-29,1975-11-28
001373,AIU.,023411101,,C,00X,LC,28935,23588,1962-07-02,1965-01-28
001374,AMLE,023412208,0000004410,C,01,LU,12328,224,1975-12-30,1988-06-03
001375,ADSO.1,023424104,0000004786,C,00X,LU,17670,74,1949-10-01,1962-01-30
001375,ADSO.1,023424104,0000004786,P,01,LU,17670,74,1962-01-31,1983-10-31
001376,AMEC,023429103,0000004435,P,01,LC,42921,24645,1966-01-31,1972-05-31
001377,AMY.1,023433105,0000004436,P,01,LU,63087,212,1978-01-31,1986-09-25
001377,AMY.1,023433105,0000004436,C,00X,LU,63087,212,1974-01-01,1978-01-30
001378,AMLC,023438104,0000004438,C,01,LU,12387,223,1973-01-31,1974-10-28
001379,AAE.2,023519101,,P,01,LU,26227,23394,1962-01-31,1984-09-28
001380,HES,42809H107,0000004447,P,01,LC,28484,20064,1964-03-31,E
001381,3AMRFE,023609100,,C,01,LU,12408,5250,1981-12-29,1989-09-11
001382,LCC,90341W108,0000701345,P,01,LC,12424,5814,1983-02-25,1994-08-25
001382,LCC,90341W108,0000701345,P,01,LC,90893,47434,2005-09-27,2013-12-31
001382,LCC,90341W108,0000701345,P,01,LC,80778,5814,1994-09-21,2005-09-26
001383,5714B,023685100,0000813606,C,01,LC,11206,9056,1987-03-26,1987-11-06
001383,5714B,023685100,0000813606,C,01,LC,12432,9056,1981-08-18,1987-03-25
001384,AMAG.1,023717101,0000004504,P,01,LU,12459,192,1978-07-25,1987-03-31
001385,4037B,023726102,,P,01,LU,12467,1895,1979-12-05,1983-09-30
001386,AGR.1,023735103,,C,01,LC,51190,21337,1970-09-28,1987-04-29
001387,AAF.1,023753106,,P,01,LU,42235,24599,1965-07-09,1978-09-29
001390,AMCA.1,023852106,,P,01,LU,12475,199,1972-12-14,1984-08-31
001391,AAC.4,023904105,0000004421,P,01,LC,38877,24344,1963-01-22,1979-11-30
001392,AMH.1,023905102,0000004427,P,01,LU,60046,209,1976-08-12,1997-09-30
001393,UHAL,023586100,0000004457,J,05,LC,23505,30020,2022-11-10,E
001393,UHAL,023586100,0000004457,P,01,LU,81073,30020,1994-11-03,E
001394,ABA.1,024069106,0000004563,P,01,LC,15843,22638,1962-01-31,1986-12-04
001394,ABA.1,024069106,0000004563,C,00X,LC,15843,22638,1950-01-01,1962-01-30
001395,ABN.2,024375107,0000004579,C,00X,LU,10217,22174,1950-01-01,1962-01-30
001395,ABN.2,024375107,0000004579,P,01,LU,10217,22174,1962-01-31,1970-01-16
001397,ABLT,024591406,0000004611,P,01,LC,39482,20066,1963-08-01,2012-01-26
001402,ABMD.,024616104,0000004617,P,01,LU,12571,24,1972-12-14,1978-05-31
001408,BEAM.2,073730103,0000789073,P,01,LC,10225,20067,1962-01-31,2014-04-30
001408,BEAM.2,073730103,0000789073,C,00X,LC,10225,20067,1950-01-01,1962-01-30
001409,ABC.2,024735102,0000897584,P,01,LU,10233,22176,1962-01-31,1986-01-31
001409,ABC.2,024735102,0000897584,C,00X,LU,10233,22176,1950-01-01,1962-01-30
001410,ABM,000957100,0000771497,P,01,LU,47730,20068,1969-02-13,E
001411,ABP.2,024763104,0000004672,P,01,LU,56119,20069,1972-12-14,2000-02-29
001412,AB.2,000771105,0000813608,P,01,LU,75000,7360,1984-12-21,1988-10-31
001414,PRI,74164M108,0001475922,P,02,LC,93330,53383,2010-04-01,E
001414,PRI,74164M108,0001475922,C,00X,LC,10241,22177,1950-01-01,1962-01-30
001414,PRI,74164M108,0001475922,P,01,LC,10241,22177,1962-01-31,1988-12-15
001415,ACC.1,02499Y109,0000004707,P,01,LC,54332,20070,1972-03-02,1984-01-30
001416,ACCN,024898108,0000760684,C,01,LC,54332,20070,1984-01-31,1991-12-09
001417,VBF,46132L107,0000005094,P,01,LC,51916,20071,1982-01-29,E
001418,TFHIZ,89365P106,0000719271,C,01,LC,77200,11193,2000-07-10,2002-04-29
001418,TFHIZ,89365P106,0000719271,C,01,LC,77200,11193,1991-11-12,2000-04-18
001418,TFHIZ,89365P106,0000719271,C,01,LC,12619,6085,1983-06-21,1989-06-21
001419,ACT.2,025078205,0000706169,P,01,LU,49947,20075,1973-01-31,1990-07-31
001420,ACN.4,025105107,,C,00X,LC,18825,22876,1950-01-01,1962-01-30
001420,ACN.4,025105107,,P,01,LC,18825,22876,1962-01-31,1975-12-31
001421,ACLP.,025147109,0000205015,P,01,LC,12678,44,1977-12-30,1982-08-27
001422,3ASTV.,025201203,0000357070,P,02,LC,12694,5553,1982-06-21,1989-08-24
001423,4643B,025203100,0000707611,P,01,LU,12707,5895,1983-04-05,1986-05-30
001425,ACS.1,025231101,,C,00X,LU,10268,22178,1950-01-01,1962-01-30
001425,ACS.1,025231101,,P,01,LU,10268,22178,1962-01-31,1974-01-11
001426,AMKKQ,025242207,0000314474,C,01,LU,12715,6332,1972-12-14,1989-05-24
001427,ACI.2,025258104,,P,01,LU,57621,25578,1972-12-14,1986-11-28
001428,ACR.4,025285107,,C,00X,LC,28994,25620,1962-07-02,1965-01-28
001428,ACR.4,025285107,,C,01,LC,28994,25620,1965-01-29,1970-06-30
001429,2388B,025303108,0000004828,P,01,LU,10276,22179,1973-01-31,1973-02-28
001430,ACY.1,025321100,0000004829,C,00X,LU,23341,20076,1950-01-01,1962-01-30
001430,ACY.1,025321100,0000004829,P,01,LU,23341,20076,1962-01-31,1994-11-30
001431,3ACYGE,025328105,0000004833,C,00X,LU,12723,57,1973-02-01,1979-09-27
001431,3ACYGE,025328105,0000004833,C,01,LU,12723,57,1979-09-28,1992-07-10
001432,ADAX.,025346107,,C,01,LU,12731,6068,1983-06-15,1984-03-01
001433,ADGN,025364100,0000351923,P,01,LU,12750,66,1981-05-07,1984-07-31
001434,ADT.2,001007103,0000004854,P,01,LU,49269,25056,1969-09-23,1987-09-30
001437,AMDC.,025530106,0000004886,C,01,LU,85367,7331,1985-06-28,1988-01-14
001439,ECOL,91734M103,0001783400,P,01,LC,12758,7019,1984-05-09,2022-05-31
001440,AEP,025537101,0000004904,P,01,LC,24109,20077,1962-01-31,E
001440,AEP,025537101,0000004904,C,00X,LC,24109,20077,1951-01-01,1962-01-30
001441,MNSF,56418U101,0000352281,C,01,LC,88851,41079,2000-12-15,2007-12-21
001441,MNSF,56418U101,0000352281,C,01,LC,12766,5080,1981-06-18,1992-07-09
001442,4307B,025617101,0000726987,P,01,LU,12774,6781,1984-01-24,1985-01-31
001444,AVCS,03037B106,0000315428,P,01,LC,12627,36,1985-02-28,2005-08-22
001444,AVCS,03037B106,0000315428,C,00X,LC,12627,36,1982-08-01,1985-02-27
001445,AEQTS,025677105,,P,01,LU,12803,84,1978-01-31,1984-08-31
001446,AX.1,025762808,0000715428,P,01,LC,12811,6592,1983-11-15,1997-10-14
001447,AXP,025816109,0000004962,C,01,LU,59176,90,1972-12-14,E
001449,AFL,001055102,0000004977,P,01,LU,57904,92,1973-08-23,E
001451,4644B,025882101,0000727747,P,01,LU,12838,6658,1984-03-06,1986-05-30
001452,FIBR.,025900101,0000350842,P,01,LU,12854,1722,1985-01-31,1988-05-31
001453,4645B,025909102,,P,01,LU,12897,381,1982-12-06,1986-03-31
001454,AEDC.,025910100,0000724940,P,01,LU,12910,6475,1983-10-06,1989-03-31
001456,AFIL,026042101,0000005009,P,01,LU,12918,102,1972-12-14,1997-09-30
001457,ACOM.1,026094102,,P,01,LC,12934,22394,1972-12-14,1974-11-29
001458,AFLT,026168104,,C,01,LU,12969,106,1972-12-14,1987-01-23
001459,USSSS.,026173104,,C,00X,LC,51473,25185,1973-02-01,1977-12-02
001461,AFEXV,026295303,,P,01,LU,13005,99,1980-10-27,1986-06-30
001462,AFC.A,026296202,0000725552,C,03,LU,66763,6849,1984-02-08,1984-10-30
001462,AFC.A,026296202,0000725552,P,01,LU,66771,6849,1984-11-16,1993-02-25
001462,AFC.A,026296202,0000725552,J,02,LU,66798,6849,1984-11-16,1993-02-25
001462,AFC.A,026296202,0000725552,N,03,LU,66763,6849,1984-10-31,1984-10-31
001463,AFUR,026303107,,P,01,LU,13040,111,1972-12-14,1986-10-31
001464,AGP.2,026330100,0000005085,P,01,LU,56661,25533,1972-12-14,1980-03-31
001465,AGC.1,026351106,0000005103,P,01,LU,48397,20082,1971-01-29,2001-09-28
001465,AGC.1,026351106,0000005103,C,00X,LC,48397,20082,1971-01-01,1971-01-28
001466,AGF.A,026367102,,P,01,LU,41849,24569,1965-05-28,1974-02-28
001467,AGMC.,026374108,,P,01,LU,13048,117,1981-01-30,1984-09-28
001468,AM.1,026375105,0000005133,P,01,LU,13056,121,1972-12-14,2013-08-30
001470,3EGRP,292556107,0000276259,P,01,LU,13064,217,1983-01-31,1991-05-31
001470,3EGRP,292556107,0000276259,C,00X,LU,13064,217,1983-01-01,1983-01-30
001472,AHI.2,026496208,,P,01,LU,66421,20084,1984-08-24,1989-12-29
001472,AHI.2,026496208,,P,02,LU,66421,20084,1990-01-31,1994-04-29
001473,AHMC,026497206,,C,01,LU,13099,126,1979-01-31,1986-09-18
001474,AHL.2,026522102,0000005172,C,00X,LC,59643,124,1979-01-01,1979-01-30
001474,AHL.2,026522102,0000005172,P,01,LC,59643,124,1979-01-31,1999-10-29
001475,ADU,023426703,0000005177,P,02,LU,41734,20085,1965-03-17,1995-04-28
001476,3AHID,026600106,0000005185,C,01,LU,13101,125,1979-01-31,1987-12-21
001477,DIVC.1,255103202,0000092057,P,02,LU,13120,6292,1983-08-16,1990-10-31
001478,WYE,983024100,0000005187,P,01,LC,15667,20086,1962-01-31,2009-10-15
001478,WYE,983024100,0000005187,C,00X,LC,15667,20086,1950-01-01,1962-01-30
001479,SVM1,026632000,0000005193,C,00X,LC,13128,128,1976-09-01,1979-01-30
001479,SVM1,026632000,0000005193,P,03,LC,13128,128,1979-01-31,1989-10-27
001481,AHS.1,026681106,0000215073,P,01,LU,27190,23459,1962-01-31,1985-11-29
001484,3068B,026801100,0000276298,P,01,LU,13179,219,1981-03-12,1983-03-31
001485,AIT.1,030954101,0000732715,P,01,LU,65859,20088,1984-02-16,1999-10-08
001487,AIG,026874784,0000005272,P,01,LC,66800,137,1972-12-14,E
001488,ANP,026877100,0000005281,P,01,LU,53313,25310,1971-10-01,1979-06-29
001489,AIC.2,026879106,0000005294,P,01,LU,21194,23053,1962-01-31,1980-11-28
001489,AIC.2,026879106,0000005294,C,00X,LU,21194,23053,1950-01-01,1962-01-30
001491,HAIPF,M52514102,0000005337,P,01,LC,29014,20089,1980-11-26,2011-12-21
001491,HAIPF,M52514102,0000005337,C,00X,LC,19580,20089,1962-07-02,1965-06-29
001491,HAIPF,M52514102,0000005337,P,01,LC,19580,20089,1965-06-30,1980-11-25
001492,AMLF,027096106,0000005343,P,01,LC,13224,225,1972-12-14,1975-01-31
001494,RVR.2,228787107,0000733775,P,01,LU,13232,7012,1984-06-08,1998-02-27
001495,AMZ.1,027258102,0000005385,P,01,LU,13283,178,1978-04-21,1997-07-31
001496,ALGI,027284108,0000008855,C,01,LU,10488,418,1972-12-14,2006-03-31
001497,DMNG,235746104,0000036127,P,01,LU,13291,5313,1982-02-19,1991-08-30
001498,AZE.A,027339209,0000005405,P,01,LU,50112,20090,1970-02-18,1995-11-30
001498,AZE.A,027339209,0000005405,J,02,LU,50120,20090,1982-01-29,1995-11-30
001500,AMSY,027352103,0001318060,P,01,LC,13304,249,1979-04-27,2004-05-28
001501,AFT.,027357102,,P,01,LU,29022,23594,1962-12-31,1980-05-30
001503,AMMA.1,027378108,0000005421,P,01,LU,13339,226,1972-12-14,1975-07-31
001504,3HLDFV,027414101,0000716384,P,01,LU,13347,6084,1983-06-21,1985-12-31
001505,AMMD.,027416106,,P,01,LU,13355,227,1978-01-31,1983-03-31
001506,6989B,027420108,,P,01,LC,60409,20092,1978-08-22,1990-08-14
001508,AMSR.,027438100,0001025589,C,00X,LU,13363,247,1974-01-01,1977-11-29
001508,AMSR.,027438100,0001025589,P,01,LU,13363,247,1977-11-30,1986-11-28
001509,AMEDE.,027445105,,P,01,LU,13371,5536,1982-05-14,1985-01-31
001510,AAM.1,027447101,0000005442,P,01,LU,53161,25303,1971-09-10,1978-09-29
001511,TEEE.,38168R108,,C,01,LC,13390,254,1980-10-29,1992-09-03
001512,AMMS.,027525104,,P,01,LU,13398,229,1972-12-14,1982-02-26
001513,AMSE.,027559509,0000714593,C,02,LU,10090,7390,1986-03-07,1995-08-31
001514,3AMON,027561208,,P,02,LU,13435,231,1979-01-31,1986-01-31
001516,INN.1,027591106,,P,01,LC,48581,25014,1969-06-23,1984-12-31
001517,AMO.1,027627108,0000005496,C,00X,LU,10321,22184,1949-10-01,1962-01-30
001517,AMO.1,027627108,0000005496,P,01,LU,10321,22184,1962-01-31,1987-07-31
001518,HIST,363812108,0000763730,P,01,LC,85404,7476,1985-03-26,2009-12-23
001519,AMUS.1,027663103,0000005505,C,01,LC,13443,257,1972-12-14,1977-06-30
001522,AMPC.,027902105,,P,01,LU,13451,235,1980-10-08,1982-06-30
001523,AMAC,027904101,0000700721,P,01,LU,13470,6743,1983-12-22,2011-12-30
001524,AMNL.,028542108,,C,01,LU,13478,22441,1972-12-14,1973-07-31
001525,AMNT.1,028546109,,C,00X,LU,13486,230,1973-06-01,1979-01-30
001525,AMNT.1,028546109,,C,01,LU,13486,230,1979-01-31,1986-11-28
001526,ANAT,02772A109,0001801075,P,01,LC,13507,261,1972-12-14,2022-05-31
001527,ANPC.,028602209,0000350898,P,01,LU,13515,284,1981-06-05,1993-07-30
001528,ANR.2,028609105,0000720685,C,00X,LU,24141,23259,1951-01-01,1962-01-30
001528,ANR.2,028609105,0000720685,P,01,LU,24141,23259,1962-01-31,1985-05-31
001529,ANWI,028620102,,C,01,LC,85412,7452,1986-05-13,1988-05-27
001529,ANWI,028620102,,C,01,LC,85412,7452,1985-03-07,1986-02-02
001530,3ANUCE,028663102,0000005550,C,01,LU,13523,290,1972-12-14,1994-05-06
001531,AMNU.,028671105,0000005549,P,01,LU,13531,5329,1982-03-10,1986-12-31
001532,AOG.2,028711109,0000746896,C,00X,LU,64143,424,1982-01-01,1982-01-28
001532,AOG.2,028711109,0000746896,P,01,LU,64143,424,1982-01-29,1994-07-29
001533,APFC,028740108,0000350832,P,01,LC,85439,975,1982-11-01,2014-02-26
001533,APFC,028740108,0000350832,C,00X,LC,85439,975,1973-10-01,1979-01-30
001533,APFC,028740108,0000350832,P,01,LC,85439,975,1979-01-31,1981-09-27
001534,APIC.1,028762102,0000005582,P,01,LU,13550,308,1975-12-09,1984-09-28
001535,APMK,028778108,0000205024,P,01,LU,13558,316,1979-05-30,1982-09-30
001537,FI.2,31734L101,0000005611,P,01,LU,29049,20094,1962-07-02,1998-08-31
001538,3APHEE,028870103,,C,01,LU,13582,315,1982-01-29,1984-06-19
001539,AMPH.1,028882108,0000724024,P,01,LU,13603,6355,1983-09-01,2010-11-30
001540,APN.4,029033107,0000005632,C,00X,LU,54236,25360,1979-01-01,1979-01-30
001540,APN.4,029033107,0000005632,C,01,LU,54236,25360,1979-01-31,1985-04-23
001542,APR.,029069101,0000005657,C,01,LU,46527,20095,1968-07-23,2000-03-31
001543,APL.4,00202M107,0000725457,P,01,LU,65111,20096,1983-09-19,1997-11-28
001544,AMC.2,023517303,0000005696,C,01,LC,13638,325,1972-12-14,1985-10-01
001544,AMC.2,023517303,0000005696,C,01,LC,84641,325,1997-03-18,1998-01-28
001544,AMC.2,023517303,0000005696,C,01,LC,13638,325,1987-06-15,1992-12-09
001545,ARL,029174109,0001102238,P,03,LU,49322,20098,1981-01-30,E
001545,ARL,029174109,0001102238,C,00X,LU,49322,20098,1973-10-01,1981-01-29
001546,AMRC.1,029195104,0000005719,P,01,LC,13646,240,1972-12-14,1997-04-24
001547,ARG.3,029197100,,P,01,LU,53014,25291,1971-08-16,1975-11-28
001549,3ARGP,029269107,0000225255,C,01,LU,13689,3349,1979-01-31,1982-11-10
001550,ARMCE,029274107,0001415813,P,01,LU,13697,342,1979-01-31,1984-05-31
001551,3HDSGE,444223101,0000729545,C,01,LC,13718,6833,1984-02-03,1988-08-08
001552,ASQ.1,029357100,,P,01,LU,40045,24429,1964-03-31,1978-07-31
001553,ASFL,02941H308,0000718111,C,00X,LC,60863,373,1978-10-01,1978-10-30
001553,ASFL,02941H308,0000718111,C,01,LC,76300,373,1990-07-03,1995-06-30
001553,ASFL,02941H308,0000718111,C,01,LC,60863,373,1978-10-31,1988-04-29
001554,ASEI,029429107,0000005768,P,01,LC,58560,82,1972-12-14,2016-09-09
001555,AMZ.2,029465101,0000866216,C,00X,LU,16141,22663,1950-01-01,1962-01-30
001555,AMZ.2,029465101,0000866216,P,01,LU,16141,22663,1962-01-31,1983-01-31
001556,ASEC.,029544202,0000005796,P,01,LU,13734,367,1976-04-07,1987-03-13
001559,AMS,029595105,0000744825,P,01,LU,13769,7119,1984-07-03,E
001560,3ASBG,029609104,0000005818,C,00X,LU,15974,20099,1949-07-01,1963-08-29
001560,3ASBG,029609104,0000005818,C,01,LU,15974,20099,1963-08-30,1993-11-09
001562,AMSWA,029683109,0000713425,P,01,LU,13777,5828,1983-02-28,E
001563,4511B,029684206,0000723264,P,01,LU,13785,6510,1983-10-18,1985-10-31
001564,ASKCD,00206E200,0000314202,P,02,LU,13793,246,1980-06-30,1991-01-31
001567,TT.2,892893108,0000836102,C,00X,LC,10372,22187,1950-01-01,1962-01-30
001567,TT.2,892893108,0000836102,C,02,LC,81285,30847,1995-02-03,2008-06-05
001567,TT.2,892893108,0000836102,C,02,LC,10372,22187,1962-01-31,1988-07-01
001568,AEN.1,029900107,0000319453,P,01,LC,63431,25711,1981-12-11,1982-09-15
001569,3PIKS,029901204,0000350190,C,02,LU,13822,3572,1981-03-23,1987-06-11
001571,ASZ.2,030087100,0000005870,P,01,LU,42905,24642,1966-01-17,1985-02-28
001572,ASE.2,030095103,,P,01,LU,17558,22787,1962-01-31,1979-07-31
001572,ASE.2,030095103,,C,00X,LU,17558,22787,1950-04-01,1962-01-30
001573,ASC.1,030096101,0000090811,P,01,LC,44652,20101,1967-06-28,1999-06-23
001574,4308B,030100101,0000717037,P,01,LU,13849,7193,1984-08-21,1985-04-30
001575,3SRGY,030114102,,C,01,LU,13857,4233,1980-10-29,1987-06-10
001577,AMK.2,030137103,0000766430,P,01,LU,69200,20102,1985-06-28,2007-09-28
001578,ATM.2,030141105,,C,01,LU,46498,24885,1968-07-15,1980-11-24
001579,AMTL.,030154108,,P,01,LU,13865,22478,1972-12-14,1978-11-30
001581,T.2,001957505,0000005907,C,00X,LC,10401,20103,1950-01-01,1962-01-30
001581,T.2,001957505,0000005907,P,01,LU,10401,20103,1962-01-31,2005-11-30
001582,AMTV.,030186100,0000893769,P,01,LU,13873,22480,1972-12-14,1978-11-30
001583,3ATLN,030188106,0000314306,C,01,LU,13881,4493,1980-05-01,1984-01-27
001584,AUND20,030341200,0000005951,C,00X,LU,13902,409,1981-01-01,1981-01-29
001584,AUND20,030341200,0000005951,C,01,LU,13902,409,1981-01-30,1987-04-30
001585,AVD,030371108,0000005981,P,01,LU,11144,9002,1987-03-02,E
001586,3AMVC,030383103,0000277592,P,01,LC,13945,258,1979-06-25,1990-07-30
001587,AWK.1,030411102,0000318819,P,01,LU,23544,20104,1968-01-31,2003-01-31
001587,AWK.1,030411102,0000318819,C,00X,LC,23544,20104,1968-01-01,1968-01-30
